Date,Cam_flow,Rhee_flow,Granta_flow,Precipitation,JL_height
03/04/2018,3.28,8.084,1.51,,3.891
04/04/2018,1.99,4.453,0.824,,3.888
05/04/2018,1.41,3.185,0.525,,3.877
06/04/2018,1.22,2.667,0.441,,3.87
07/04/2018,1.19,2.279,0.4,,3.88
08/04/2018,1.17,2.116,0.38,,3.868
09/04/2018,1.26,2.785,0.436,,3.87
10/04/2018,3.09,6.984,1.46,,3.858
11/04/2018,2.05,5.72,0.816,,3.86
12/04/2018,1.62,4.993,0.6,,3.866
13/04/2018,1.49,5.298,0.59,,3.865
14/04/2018,1.3,4.125,0.499,,3.886
15/04/2018,1.2,3.279,0.443,,3.9
16/04/2018,1.15,2.714,0.395,,3.886
17/04/2018,1.08,2.276,0.353,,3.879
18/04/2018,1.04,2.01,0.307,,3.873
19/04/2018,1.02,1.894,0.324,,3.87
20/04/2018,1.02,1.758,0.31,,3.867
21/04/2018,1.01,1.692,0.31,,3.865
22/04/2018,1.04,1.753,0.327,,3.856
23/04/2018,1.02,1.618,0.303,,3.868
24/04/2018,1,1.522,0.303,,3.861
25/04/2018,1.09,1.512,0.302,,3.867
26/04/2018,0.989,1.465,0.293,,3.875
27/04/2018,1.17,1.59,0.352,,3.881
28/04/2018,1.19,3.396,0.353,,3.872
29/04/2018,1.19,3.161,0.324,,3.863
30/04/2018,1.17,2.455,0.392,,3.864
01/05/2018,1.16,2.022,0.38,,3.872
02/05/2018,1.13,1.854,0.351,,3.874
03/05/2018,0.977,1.651,0.321,,3.873
04/05/2018,0.97,1.519,0.295,,3.871
05/05/2018,0.942,1.444,0.282,,3.873
06/05/2018,0.923,1.394,0.274,,3.887
07/05/2018,0.88,1.366,0.259,,3.873
08/05/2018,0.883,1.344,0.264,,3.871
09/05/2018,0.886,1.302,0.262,,3.866
10/05/2018,0.873,1.266,0.258,,3.862
11/05/2018,0.835,1.229,0.246,,3.867
12/05/2018,1.02,1.465,0.305,,3.864
13/05/2018,1.1,1.746,0.311,,3.867
14/05/2018,0.948,1.415,0.265,,3.867
15/05/2018,0.877,1.311,0.248,,3.864
16/05/2018,0.834,1.252,0.228,,3.861
17/05/2018,0.822,1.203,0.231,,3.855
18/05/2018,0.808,1.181,0.231,,3.86
19/05/2018,0.778,1.155,0.224,,3.85
20/05/2018,0.801,1.139,0.223,,3.858
21/05/2018,0.808,1.134,0.221,,3.849
22/05/2018,0.77,0.994,0.215,,3.852
23/05/2018,0.77,0.964,0.211,,3.85
24/05/2018,0.81,0.992,0.231,,3.857
25/05/2018,0.915,1.207,0.268,,3.849
26/05/2018,0.751,1.08,0.223,,3.845
27/05/2018,0.728,1.065,0.212,,3.851
28/05/2018,0.711,0.987,0.204,,3.848
29/05/2018,0.809,0.961,0.212,,3.849
30/05/2018,0.795,0.999,0.224,,3.846
31/05/2018,0.728,0.961,0.21,,3.834
01/06/2018,0.717,1.415,0.201,,3.84
02/06/2018,0.714,2.879,0.193,,3.839
03/06/2018,0.697,1.467,0.186,,3.835
04/06/2018,0.692,1.139,0.172,,3.834
05/06/2018,0.684,0.999,0.171,,3.829
06/06/2018,0.642,0.902,0.175,,3.827
07/06/2018,0.63,0.855,0.169,,3.826
08/06/2018,0.599,0.819,0.164,,3.828
09/06/2018,0.579,0.817,0.162,,3.827
10/06/2018,0.586,0.803,0.16,,3.828
11/06/2018,0.565,0.793,0.155,,3.826
12/06/2018,0.537,0.781,0.151,,3.826
13/06/2018,0.547,0.765,0.146,,3.827
14/06/2018,0.549,0.748,0.142,,3.83
15/06/2018,0.533,0.729,0.134,,3.827
16/06/2018,0.54,0.729,0.13,,3.824
17/06/2018,0.489,0.743,0.128,,3.821
18/06/2018,0.49,0.755,0.128,,3.819
19/06/2018,0.491,0.746,0.123,,3.819
20/06/2018,0.475,0.736,0.118,,3.822
21/06/2018,0.468,0.729,0.111,,3.823
22/06/2018,0.433,0.705,0.106,,3.82
23/06/2018,0.43,0.691,0.101,,3.821
24/06/2018,0.432,0.689,0.098,,3.815
25/06/2018,0.4,0.667,0.096,,3.816
26/06/2018,0.396,0.641,0.092,,3.813
27/06/2018,0.344,0.608,0.09,,3.816
28/06/2018,0.358,0.596,0.088,,3.818
29/06/2018,0.372,0.594,0.086,,3.842
30/06/2018,0.344,0.577,0.08,,3.847
01/07/2018,0.357,0.558,0.077,,3.846
02/07/2018,0.319,0.527,0.075,,3.828
03/07/2018,0.303,0.518,0.074,,3.846
04/07/2018,0.321,0.485,0.075,,3.83
05/07/2018,0.298,0.452,0.071,,3.829
06/07/2018,0.309,0.447,0.07,,3.824
07/07/2018,0.318,0.436,0.063,,3.827
08/07/2018,0.307,0.422,0.062,,3.827
09/07/2018,0.301,0.424,0.063,,3.826
10/07/2018,0.327,0.426,0.064,,3.824
11/07/2018,0.314,0.434,0.067,,3.826
12/07/2018,0.321,0.429,0.064,,3.843
13/07/2018,0.322,0.411,0.06,,3.833
14/07/2018,0.286,0.403,0.055,,3.847
15/07/2018,0.284,0.394,0.053,,3.836
16/07/2018,0.308,0.383,0.052,,3.851
17/07/2018,0.312,0.375,0.051,,3.846
18/07/2018,0.302,0.373,0.051,,3.832
19/07/2018,0.322,0.369,0.048,,3.831
20/07/2018,0.295,0.367,0.047,,3.841
21/07/2018,0.29,0.36,0.044,,3.836
22/07/2018,0.278,0.36,0.042,,3.838
23/07/2018,0.266,0.356,0.042,,3.839
24/07/2018,0.252,0.346,0.039,,3.835
25/07/2018,0.255,0.327,0.038,,3.834
26/07/2018,0.249,0.322,0.037,,3.842
27/07/2018,0.328,0.343,0.126,,3.833
28/07/2018,0.422,0.353,0.059,,3.832
29/07/2018,0.269,0.344,0.05,,3.839
30/07/2018,0.296,0.35,0.051,,3.834
31/07/2018,0.268,0.354,0.05,,3.838
01/08/2018,0.282,0.342,0.042,,3.841
02/08/2018,0.281,0.332,0.04,,3.838
03/08/2018,0.265,0.327,0.038,,3.838
04/08/2018,0.236,0.318,0.034,,3.836
05/08/2018,0.241,0.307,0.032,,3.836
06/08/2018,0.231,0.303,0.031,,3.835
07/08/2018,0.236,0.318,0.03,,3.828
08/08/2018,0.24,0.295,0.028,,3.833
09/08/2018,0.302,0.35,0.081,,3.833
10/08/2018,0.385,0.426,0.076,,3.829
11/08/2018,0.381,0.425,0.049,,3.832
12/08/2018,0.301,0.406,0.048,,3.825
13/08/2018,0.33,0.423,0.135,,3.827
14/08/2018,0.336,0.392,0.063,,3.833
15/08/2018,0.297,0.365,0.049,,3.835
16/08/2018,0.33,0.394,0.081,,3.835
17/08/2018,0.357,0.392,0.05,,3.829
18/08/2018,0.294,0.373,0.044,,3.829
19/08/2018,0.272,0.358,0.042,,3.826
20/08/2018,0.275,0.356,0.045,,3.822
21/08/2018,0.272,0.348,0.042,,3.815
22/08/2018,0.267,0.344,0.042,,3.815
23/08/2018,0.267,0.346,0.043,,3.831
24/08/2018,0.27,0.34,0.041,,3.826
25/08/2018,0.242,0.344,0.048,,3.823
26/08/2018,0.26,0.352,0.05,,3.825
27/08/2018,0.283,0.359,0.041,,3.826
28/08/2018,0.257,0.35,0.04,,3.831
29/08/2018,0.267,0.343,0.048,,3.828
30/08/2018,0.288,0.336,0.04,,3.827
31/08/2018,0.252,0.326,0.037,,3.835
01/09/2018,0.24,0.315,0.033,,3.829
02/09/2018,0.245,0.299,0.031,,3.829
03/09/2018,0.231,0.295,0.033,,3.831
04/09/2018,0.261,0.302,0.033,,3.831
05/09/2018,0.257,0.305,0.034,,3.826
06/09/2018,0.261,0.311,0.037,,3.82
07/09/2018,0.253,0.327,0.033,,3.827
08/09/2018,0.241,0.316,0.031,,3.84
09/09/2018,0.244,0.306,0.029,,3.852
10/09/2018,0.257,0.3,0.029,,3.848
11/09/2018,0.272,0.303,0.033,,3.84
12/09/2018,0.284,0.327,0.036,,3.839
13/09/2018,0.277,0.32,0.03,,3.833
14/09/2018,0.245,0.31,0.027,,3.831
15/09/2018,0.239,0.293,0.023,,3.829
16/09/2018,0.24,0.28,0.021,,3.827
17/09/2018,0.243,0.274,0.022,,3.824
18/09/2018,0.22,0.279,0.026,,3.826
19/09/2018,0.228,0.282,0.027,,3.825
20/09/2018,0.248,0.307,0.042,,3.826
21/09/2018,0.269,0.304,0.04,,3.832
22/09/2018,0.226,0.3,0.03,,3.827
23/09/2018,0.307,0.336,0.059,,3.823
24/09/2018,0.295,0.332,0.035,,3.824
25/09/2018,0.243,0.314,0.032,,3.825
26/09/2018,0.263,0.298,0.031,,3.843
27/09/2018,0.25,0.288,0.029,,3.837
28/09/2018,0.24,0.285,0.028,,3.83
29/09/2018,0.24,0.283,0.028,,3.827
30/09/2018,0.243,0.285,0.026,,3.822
01/10/2018,0.272,0.288,0.027,,3.823
02/10/2018,0.253,0.292,0.041,,3.821
03/10/2018,0.255,0.294,0.04,,3.827
04/10/2018,0.243,0.296,0.025,,3.828
05/10/2018,0.234,0.29,0.041,,3.84
06/10/2018,0.248,0.315,0.052,,3.841
07/10/2018,0.281,0.326,0.043,,3.838
08/10/2018,0.263,0.335,0.042,,3.841
09/10/2018,0.265,0.307,0.04,,3.836
10/10/2018,0.265,0.285,0.039,,3.838
11/10/2018,0.264,0.298,0.037,,3.836
12/10/2018,0.234,0.294,0.032,,3.836
13/10/2018,0.227,0.286,0.018,,3.838
14/10/2018,0.281,0.4,0.046,,3.84
15/10/2018,0.469,0.582,0.086,,3.836
16/10/2018,0.337,0.519,0.051,,3.843
17/10/2018,0.283,0.431,0.046,,3.837
18/10/2018,0.274,0.374,0.031,,3.838
19/10/2018,0.27,0.353,0.045,,3.834
20/10/2018,0.254,0.344,0.043,,3.834
21/10/2018,0.247,0.332,0.029,,3.832
22/10/2018,0.241,0.323,0.025,,3.828
23/10/2018,0.242,0.307,0.025,,3.832
24/10/2018,0.245,0.305,0.025,,3.827
25/10/2018,0.25,0.324,0.026,,3.826
26/10/2018,0.25,0.323,0.024,,3.826
27/10/2018,0.252,0.323,0.024,,3.834
28/10/2018,0.245,0.336,0.023,,3.832
29/10/2018,0.268,0.313,0.026,,3.827
30/10/2018,0.284,0.305,0.026,,3.838
31/10/2018,0.251,0.303,0.026,,3.836
01/11/2018,0.329,0.366,0.052,,3.839
02/11/2018,0.324,0.37,0.031,,3.835
03/11/2018,0.258,0.334,0.027,,3.831
04/11/2018,0.251,0.319,0.026,,3.824
05/11/2018,0.301,0.32,0.029,,3.823
06/11/2018,0.296,0.32,0.027,,3.823
07/11/2018,0.324,0.315,0.023,,3.821
08/11/2018,0.333,0.31,0.026,,3.816
09/11/2018,0.298,0.308,0.029,,3.816
10/11/2018,0.33,0.377,0.048,,3.849
11/11/2018,0.415,0.422,0.075,,3.839
12/11/2018,0.367,0.392,0.065,,3.838
13/11/2018,0.34,0.367,0.036,,3.843
14/11/2018,0.306,0.351,0.033,,3.837
15/11/2018,0.297,0.345,0.032,,3.844
16/11/2018,0.298,0.341,0.031,,3.869
17/11/2018,0.281,0.338,0.028,,3.845
18/11/2018,0.274,0.33,0.026,,3.845
19/11/2018,0.283,0.329,0.03,,3.84
20/11/2018,0.289,0.325,0.033,,3.838
21/11/2018,0.274,0.325,0.032,,3.844
22/11/2018,0.271,0.324,0.029,,3.84
23/11/2018,0.28,0.331,0.03,,3.842
24/11/2018,0.277,0.332,0.029,,3.84
25/11/2018,0.254,0.333,0.028,,3.833
26/11/2018,0.262,0.331,0.03,,3.831
27/11/2018,0.271,0.333,0.033,,3.836
28/11/2018,0.323,0.363,0.039,,3.836
29/11/2018,0.295,0.362,0.033,,3.833
30/11/2018,0.278,0.354,0.03,,3.833
01/12/2018,0.278,0.361,0.034,0.76,3.83
02/12/2018,0.291,0.404,0.035,2.215,3.829
03/12/2018,0.297,0.396,0.032,3.735,3.838
04/12/2018,0.305,0.371,0.03,0.083,3.838
05/12/2018,0.335,0.376,0.034,4.322,3.838
06/12/2018,0.341,0.392,0.034,0.404,3.837
07/12/2018,0.402,0.464,0.053,7.755,3.841
08/12/2018,0.341,0.482,0.06,0.298,3.834
09/12/2018,0.331,0.438,0.041,0.932,3.837
10/12/2018,0.315,0.409,0.037,0,3.836
11/12/2018,0.305,0.398,0.036,0.018,3.832
12/12/2018,0.292,0.387,0.035,0.034,3.841
13/12/2018,0.297,0.383,0.034,0,3.843
14/12/2018,0.3,0.38,0.033,0,3.838
15/12/2018,0.299,0.385,0.039,8.133,3.833
16/12/2018,0.413,0.416,0.042,2.67,3.839
17/12/2018,0.402,0.425,0.043,1.366,3.838
18/12/2018,0.352,0.426,0.049,1.405,3.846
19/12/2018,0.367,0.442,0.048,2.642,3.84
20/12/2018,0.329,0.446,0.046,0.202,3.834
21/12/2018,0.389,0.542,0.092,8.399,3.832
22/12/2018,0.526,0.719,0.254,6.951,3.84
23/12/2018,0.491,0.722,0.142,4.407,3.839
